"Country or Area","Year","Value"
"Netherlands","2003","179564.998097276"
"Netherlands","2002","176113.046481303"
"Netherlands","2001","176798.513076368"
"Netherlands","2000","171887.440050803"
"Netherlands","1999","170727.34959651"
"Netherlands","1998","176136.866137469"
"Netherlands","1997","175019.626330112"
"Netherlands","1996","182148.288127849"
"Netherlands","1995","172966.168650756"
"Netherlands","1994","171401.365047735"
"Netherlands","1993","170817.552396797"
"Netherlands","1992","170630.241424131"
"Netherlands","1991","170796.382524118"
"Netherlands","1990","162385.109422551"
"New Zealand","2018","35080.3409784102"
"New Zealand","2017","36153.3319655171"
"New Zealand","2016","34267.6242757242"
"New Zealand","2015","35839.1938918605"
"New Zealand","2014","35457.8044654959"
"New Zealand","2013","35240.9368858808"
"New Zealand","2012","36000.4334392606"
"New Zealand","2011","34249.5711852552"
"New Zealand","2010","34957.7838441033"
"New Zealand","2009","34762.4347486468"
"New Zealand","2008","37592.3169852392"
"New Zealand","2007","36559.8842863292"
"New Zealand","2006","37466.3290203584"
"New Zealand","2005","37571.039140135"
"New Zealand","2004","35940.1111401226"
"New Zealand","2003","36351.9040365648"
"New Zealand","2002","34638.1013895817"
"New Zealand","2001","34457.4419655282"
"New Zealand","2000","32281.3522511698"
"New Zealand","1999","31472.2734918801"
"New Zealand","1998","29882.7802676386"
"New Zealand","1997","31289.3378910193"
"New Zealand","1996","29295.0777261975"
"New Zealand","1995","28001.8053423998"
"New Zealand","1994","27880.329427551"
"New Zealand","1993","27699.4614049738"
"New Zealand","1992","28105.0746158788"
"New Zealand","1991","26110.3840307702"
"New Zealand","1990","25446.2878554093"
"Norway","2018","43817.6567450557"
"Norway","2017","43562.5414853235"
"Norway","2016","44472.7299031563"
"Norway","2015","45350.4963792483"
"Norway","2014","44916.6060511976"
"Norway","2013","44982.3953062284"
"Norway","2012","45038.3126012353"
"Norway","2011","45513.3598052323"
"Norway","2010","46231.6541241374"
"Norway","2009","43890.0273509531"
"Norway","2008","45377.6950297943"
"Norway","2007","46231.2860161085"
"Norway","2006","44484.7805500628"
"Norway","2005","43923.1568517922"
"Norway","2004","44622.5799282537"
"Norway","2003","44305.6803192546"
"Norway","2002","42985.6641244404"
"Norway","2001","43866.4144836801"
"Norway","2000","42518.5514490745"
"Norway","1999","42974.0245253799"
"Norway","1998","42220.2291470528"
"Norway","1997","41969.9754613374"
"Norway","1996","41830.308078359"
"Norway","1995","38707.5026816384"
"Norway","1994","38088.9915720635"
"Norway","1993","36224.2008777946"
"Norway","1992","34734.7476284046"
"Norway","1991","33816.4572582708"
"Norway","1990","35321.326080573"
"Poland","2018","337705.74182301"
"Poland","2017","337340.421778012"
"Poland","2016","324011.335071663"
"Poland","2015","313099.147361381"
"Poland","2014","309920.915761492"
"Poland","2013","322225.440340873"
"Poland","2012","326348.211523784"
"Poland","2011","333952.034783092"
"Poland","2010","334606.783962775"
"Poland","2009","316607.700640106"
"Poland","2008","330144.998656562"
"Poland","2007","336368.497828037"
"Poland","2006","337037.511518509"
"Poland","2005","323161.266880344"
"Poland","2004","324146.20983936"
"Poland","2003","319406.051155379"
"Poland","2002","306403.332889554"
"Poland","2001","313647.662006214"
"Poland","2000","317338.034159054"
"Poland","1999","329167.331918592"
"Poland","1998","339132.886483521"
"Poland","1997","367385.323158231"
"Poland","1996","377407.835673029"
"Poland","1995","362761.266834645"
"Poland","1994","360416.807932456"
"Poland","1993","365370.695658555"
"Poland","1992","364677.869650621"
"Poland","1991","373793.320540164"
"Poland","1990","376546.517951405"
"Portugal","2018","51482.4811671429"
"Portugal","2017","54719.9760045003"
"Portugal","2016","50455.5700692996"
"Portugal","2015","52294.0604187532"
"Portugal","2014","47948.4350585232"
"Portugal","2013","48161.8828975212"
"Portugal","2012","49962.6235880616"
"Portugal","2011","51792.6538325347"
"Portugal","2010","52989.3772455978"
"Portugal","2009","57200.2556616906"
"Portugal","2008","59973.0625301686"
"Portugal","2007","62280.4229719127"
"Portugal","2006","64767.6548374252"
"Portugal","2005","69483.98230618"
"Portugal","2004","67255.3254038397"
"Portugal","2003","64419.3147445385"
"Portugal","2002","69556.0826965554"
"Portugal","2001","65149.3048901802"
"Portugal","2000","65526.5882790747"
"Portugal","1999","66763.1930486435"
"Portugal","1998","59138.4343823723"
"Portugal","1997","54597.5878919909"
"Portugal","1996","51703.2201850128"
"Portugal","1995","54450.7657191168"
"Portugal","1994","50246.4480488306"
"Portugal","1993","49391.8956024179"
"Portugal","1992","50889.1687666769"
"Portugal","1991","46960.2573109118"
"Portugal","1990","45082.9718484685"
"Romania","2018","76951.2189688293"
"Romania","2017","78077.4897274096"
"Romania","2016","75812.8017938512"
"Romania","2015","77725.6298778275"
"Romania","2014","77432.4172893916"
"Romania","2013","76875.8936076427"
"Romania","2012","86255.6930244359"
"Romania","2011","89518.2458428664"
"Romania","2010","84289.7215619474"
"Romania","2009","86024.1362338914"
"Romania","2008","105534.579496887"
"Romania","2007","108440.49325638"
"Romania","2006","105082.793031832"
"Romania","2005","102694.473334226"
"Romania","2004","104269.756728272"
"Romania","2003","105295.172237085"
"Romania","2002","101735.332431986"
"Romania","2001","100357.071280565"
"Romania","2000","95455.7605459872"
"Romania","1999","90778.1784473023"
"Romania","1998","107561.544307475"
"Romania","1997","121074.67434503"
"Romania","1996","130095.925323886"
"Romania","1995","127032.855585614"
"Romania","1994","121961.461882256"
"Romania","1993","122832.305091186"
"Romania","1992","131072.276566846"
"Romania","1991","139370.253165321"
"Romania","1990","169285.872691812"
"Russian Federation","2018","1691360.425737"
"Russian Federation","2017","1646179.81048091"
"Russian Federation","2016","1618304.25794665"
"Russian Federation","2015","1622861.01012164"
"Russian Federation","2014","1622348.90860012"
"Russian Federation","2013","1619172.89204109"
"Russian Federation","2012","1679866.1956823"
"Russian Federation","2011","1664953.14694512"
"Russian Federation","2010","1612884.81391211"
"Russian Federation","2009","1528764.918185"
"Russian Federation","2008","1636694.37485371"
"Russian Federation","2007","1604323.81361381"
"Russian Federation","2006","1606313.35529807"
"Russian Federation","2005","1547375.78114651"
"Russian Federation","2004","1530473.62452885"
"Russian Federation","2003","1525389.95129702"
"Russian Federation","2002","1495483.57832283"
"Russian Federation","2001","1507500.88045298"
"Russian Federation","2000","1471052.23087571"
"Russian Federation","1999","1486090.03432773"
"Russian Federation","1998","1458157.13465934"
"Russian Federation","1997","1475157.17201866"
"Russian Federation","1996","1580160.84390587"
"Russian Federation","1995","1612928.31983429"
"Russian Federation","1994","1641399.16026528"
"Russian Federation","1993","1859459.63110814"
"Russian Federation","1992","1957658.89440788"
"Russian Federation","1991","2395977.95961775"
"Russian Federation","1990","2525293.78247628"
"Slovakia","2018","36087.8372271146"
"Slovakia","2017","36087.3376584061"
"Slovakia","2016","34921.7932560865"
"Slovakia","2015","34484.2368113437"
"Slovakia","2014","33654.4973335962"
"Slovakia","2013","35577.8376169972"
"Slovakia","2012","36021.1815156659"
"Slovakia","2011","38111.9530412724"
"Slovakia","2010","38523.2172874425"
"Slovakia","2009","37755.0655849329"
"Slovakia","2008","41503.1743561107"
"Slovakia","2007","41095.1064916103"
"Slovakia","2006","42687.2904164088"
"Slovakia","2005","42910.8509025192"
"Slovakia","2004","42924.7490709343"
"Slovakia","2003","42438.0837476412"
"Slovakia","2002","42112.4050537535"
"Slovakia","2001","43378.2953275639"
"Slovakia","2000","41289.1304339426"
"Slovakia","1999","43200.6080717694"
"Slovakia","1998","44073.1449668058"
"Slovakia","1997","44313.6803359096"
"Slovakia","1996","44186.1243917306"
"Slovakia","1995","44322.4136601684"
"Slovakia","1994","43878.7208525806"
"Slovakia","1993","46484.2249088796"
"Slovakia","1992","49029.1359385678"
"Slovakia","1991","53437.9015504419"
"Slovakia","1990","61633.4625976502"
"Slovenia","2018","14487.844474942"
"Slovenia","2017","14264.7533621895"
"Slovenia","2016","14416.6565429867"
"Slovenia","2015","13617.5425786935"
"Slovenia","2014","13531.9363093237"
"Slovenia","2013","15188.9136130485"
"Slovenia","2012","15821.7559761859"
"Slovenia","2011","16360.3010909769"
"Slovenia","2010","16376.443508706"
"Slovenia","2009","16329.7820175681"
"Slovenia","2008","18220.0144547338"
"Slovenia","2007","17281.0017099016"
"Slovenia","2006","17142.5257529594"
"Slovenia","2005","16948.1214005397"
"Slovenia","2004","16651.0302807818"
"Slovenia","2003","16289.0297264259"
"Slovenia","2002","16525.2705401741"
"Slovenia","2001","16378.3388964937"
"Slovenia","2000","15444.8987925728"
"Slovenia","1999","15337.2394964804"
"Slovenia","1998","15961.1282703806"
"Slovenia","1997","16244.9214511387"
"Slovenia","1996","15916.6062270029"
"Slovenia","1995","15254.2521104167"
"Slovenia","1994","14642.6729766768"
"Slovenia","1993","14303.4745932911"
"Slovenia","1992","14006.7490772864"
"Slovenia","1991","14001.2386768891"
"Slovenia","1990","15093.8383654949"
"Spain","2018","269654.253507379"
"Spain","2017","274671.261697253"
"Spain","2016","260759.563640033"
"Spain","2015","271687.349200034"
"Spain","2014","255100.205728436"
"Spain","2013","252763.817288465"
"Spain","2012","278850.691074916"
"Spain","2011","284543.848339933"
"Spain","2010","283724.993585763"
"Spain","2009","297241.175040069"
"Spain","2008","336624.210123802"
"Spain","2007","368432.698383462"
"Spain","2006","360578.604188534"
"Spain","2005","369492.124730855"
"Spain","2004","354485.57724037"
"Spain","2003","337588.926976581"
"Spain","2002","333379.515503135"
"Spain","2001","313119.841102688"
"Spain","2000","311267.046543212"
"Spain","1999","299498.671563048"
"Spain","1998","276021.58237108"
"Spain","1997","267306.439161992"
"Spain","1996","254795.329322826"
"Spain","1995","267416.718324656"
"Spain","1994","253661.393598356"
"Spain","1993","241195.182873171"
"Spain","1992","249813.194397124"
"Spain","1991","240953.020775618"
"Spain","1990","231213.556131095"
"Sweden","2018","41766.1827222488"
"Sweden","2017","42306.8160464575"
"Sweden","2016","42972.5653420075"
"Sweden","2015","43336.7554826262"
"Sweden","2014","43337.5554131351"
"Sweden","2013","45086.3354841233"
"Sweden","2012","46692.0074308832"
"Sweden","2011","49166.9005986578"
"Sweden","2010","53042.2233607854"
"Sweden","2009","47231.1168383802"
"Sweden","2008","50855.9955834723"
"Sweden","2007","52940.9044464416"
"Sweden","2006","53674.2651981627"
"Sweden","2005","53852.8566780823"
"Sweden","2004","56475.9190057769"
"Sweden","2003","57160.5666051887"
"Sweden","2002","56572.5197216035"
"Sweden","2001","55617.0558462997"
"Sweden","2000","54684.4283163901"
"Sweden","1999","55820.1569175791"
"Sweden","1998","58696.6659510502"
"Sweden","1997","58212.5521332682"
"Sweden","1996","63302.7784000065"
"Sweden","1995","59366.2066097918"
"Sweden","1994","59953.8090383714"
"Sweden","1993","57493.4493373778"
"Sweden","1992","57451.4900177651"
"Sweden","1991","57707.2230393214"
"Sweden","1990","57348.8248895493"
"Switzerland","2018","36895.4848348313"
"Switzerland","2017","38182.2650262948"
"Switzerland","2016","39192.6094780623"
"Switzerland","2015","38733.1931159201"
"Switzerland","2014","39234.4328189085"
"Switzerland","2013","43185.8372780625"
"Switzerland","2012","42254.722400681"
"Switzerland","2011","40985.5235473301"
"Switzerland","2010","45049.5515778933"
"Switzerland","2009","43534.7155398996"
"Switzerland","2008","44714.3099715288"
"Switzerland","2007","43368.3664038924"
"Switzerland","2006","45373.6830770009"
"Switzerland","2005","45788.2349636509"
"Switzerland","2004","45236.3994268724"
"Switzerland","2003","44651.9069911309"
"Switzerland","2002","43467.596162515"
"Switzerland","2001","45082.4459882986"
"Switzerland","2000","43617.5914255673"
"Switzerland","1999","44445.8409485479"
"Switzerland","1998","44614.821367456"
"Switzerland","1997","43037.2666609755"
"Switzerland","1996","44098.8196665512"
"Switzerland","1995","43412.8303104671"
"Switzerland","1994","42675.8941129142"
"Switzerland","1993","43601.0231205789"
"Switzerland","1992","46009.7044340782"
"Switzerland","1991","46133.821039985"
"Switzerland","1990","44154.4209480848"
"Turkey","2018","419194.747142347"
"Turkey","2017","425329.230021553"
"Turkey","2016","401239.738263029"
"Turkey","2015","381331.944034388"
"Turkey","2014","361675.46081844"
"Turkey","2013","345220.584947758"
"Turkey","2012","353666.209099794"
"Turkey","2011","339482.25210975"
"Turkey","2010","314380.032550352"
"Turkey","2009","315359.637575316"
"Turkey","2008","309321.194915912"
"Turkey","2007","312736.708478018"
"Turkey","2006","281649.184924484"
"Turkey","2005","264200.797153874"
"Turkey","2004","244464.112462258"
"Turkey","2003","236483.892910668"
"Turkey","2002","220977.701101122"
"Turkey","2001","213486.093927579"
"Turkey","2000","229790.601259649"
"Turkey","1999","207804.162731911"
"Turkey","1998","212040.281738168"
"Turkey","1997","212005.568093463"
"Turkey","1996","199521.938861493"
"Turkey","1995","180903.047419235"
"Turkey","1994","167433.1132747"
"Turkey","1993","171011.162802133"
"Turkey","1992","163922.249650552"
"Turkey","1991","157982.004627358"
"Turkey","1990","151508.467579803"
"Ukraine","2018","231694.164731718"
"Ukraine","2017","223232.151133566"
"Ukraine","2016","234200.301807805"
"Ukraine","2015","223911.868540142"
"Ukraine","2014","257584.689348606"
"Ukraine","2013","297294.252816873"
"Ukraine","2012","303952.606071527"
"Ukraine","2011","307952.84142234"
"Ukraine","2010","294078.322497151"
"Ukraine","2009","277293.500642892"
"Ukraine","2008","325532.712918485"
"Ukraine","2007","336364.013523953"
"Ukraine","2006","332670.337203369"
"Ukraine","2005","313118.087899896"
"Ukraine","2004","310362.748297374"
"Ukraine","2003","307017.471704689"
"Ukraine","2002","295673.490491261"
"Ukraine","2001","303559.229465307"
"Ukraine","2000","285337.201300114"
"Ukraine","1999","298203.960313902"
"Ukraine","1998","328578.93752301"
"Ukraine","1997","340242.686212178"
"Ukraine","1996","351408.752806537"
"Ukraine","1995","389864.61480804"
"Ukraine","1994","419266.300739463"
"Ukraine","1993","510199.537255087"
"Ukraine","1992","589060.250850739"
"Ukraine","1991","632536.626065897"
"Ukraine","1990","705829.991803785"
"United Kingdom","2018","380849.882910071"
"United Kingdom","2017","388803.410059709"
"United Kingdom","2016","399824.299299983"
"United Kingdom","2015","423199.617230795"
"United Kingdom","2014","439763.276954655"
"United Kingdom","2013","478608.945079335"
"United Kingdom","2012","488503.548419289"
"United Kingdom","2011","470608.131015341"
"United Kingdom","2010","512864.791680109"
"United Kingdom","2009","495119.485922879"
"United Kingdom","2008","545682.4676761"
"United Kingdom","2007","560205.595545064"
"United Kingdom","2006","568390.054550416"
"United Kingdom","2005","570724.265175529"
"United Kingdom","2004","573994.49080935"
"United Kingdom","2003","572532.251080021"
"United Kingdom","2002","561047.845137749"
"United Kingdom","2001","576926.994554245"
"United Kingdom","2000","568220.055467351"
"United Kingdom","1999","561651.093852178"
"United Kingdom","1998","568512.201977305"
"United Kingdom","1997","563241.836123903"
"United Kingdom","1996","589137.824656407"
"United Kingdom","1995","567507.648076862"
"United Kingdom","1994","575774.599576308"
"United Kingdom","1993","579506.686402148"
"United Kingdom","1992","593745.973865002"
"United Kingdom","1991","609266.002027072"
"United Kingdom","1990","601187.186814322"
"United States of America","2018","5424881.50213288"
"United States of America","2017","5253606.13002747"
"United States of America","2016","5292267.56146005"
"United States of America","2015","5412432.19442036"
"United States of America","2014","5561719.2161591"
"United States of America","2013","5514029.29437604"
"United States of America","2012","5367568.55523549"
"United States of America","2011","5565294.40112266"
"United States of America","2010","5698055.77931316"
"United States of America","2009","5491035.72699449"
"United States of America","2008","5930539.64334029"
"United States of America","2007","6128429.64048722"
"United States of America","2006","6051051.02176828"
"United States of America","2005","6131892.97635233"
"United States of America","2004","6107618.2463268"
"United States of America","2003","5991959.63332312"
"United States of America","2002","5942652.33460665"
"United States of America","2001","5900436.59624085"
"United States of America","2000","5998070.43377472"
"United States of America","1999","5830297.63604476"
"United States of America","1998","5751051.97995198"
"United States of America","1997","5703706.96803283"
"United States of America","1996","5626911.90108624"
"United States of America","1995","5438905.70357259"
"United States of America","1994","5377032.70818647"
"United States of America","1993","5283437.59511593"
"United States of America","1992","5182706.71965945"
"United States of America","1991","5078889.57588522"
"United States of America","1990","5128300.6168513"

